0.000000, 0.000000, 0.000000 
0.012500, 0.000000, 0.000000 
0.025000, 0.000000, 0.000000 
0.037500, 0.000000, 0.000000 
0.050000, 0.000000, 0.000000 
0.062500, 0.000000, 0.000000 
0.075000, 0.000000, 0.000000 
0.087500, 0.000000, 0.000000 
0.100000, 0.000000, 0.000000 
0.112500, 0.000000, 0.000000 
0.125000, 0.000000, 0.000000 
0.137500, 47.000000, 0.000000 
0.150000, 47.000000, 0.000000 
0.162500, 47.000000, 0.000000 
0.175000, 47.000000, 0.000000 
0.187500, 47.000000, 0.000000 
0.200000, 47.000000, 0.000000 
0.212500, 47.000000, 0.000000 
0.225000, 47.000000, 0.000000 
0.237500, 47.000000, 0.000000 
0.250000, 47.000000, 0.000000 
0.262500, 47.000000, 0.000000 
0.275000, 47.000000, 0.000000 
0.287500, 47.000000, 0.000000 
0.300000, 47.000000, 0.000000 
0.312500, 47.000000, 0.000000 
0.325000, 47.000000, 0.000000 
0.337500, 47.000000, 0.000000 
0.350000, 47.000000, 0.000000 
0.362500, 47.000000, 0.000000 
0.375000, 47.000000, 0.000000 
0.387500, 47.000000, 0.000000 
0.400000, 47.000000, 0.000000 
0.412500, 47.000000, 0.000000 
0.425000, 48.000000, 48.000000 
0.437500, 48.000000, 48.000000 
0.450000, 48.000000, 48.000000 
0.462500, 48.000000, 48.000000 
0.475000, 48.000000, 48.000000 
0.487500, 48.000000, 48.000000 
0.500000, 48.000000, 48.000000 
0.512500, 48.000000, 48.000000 
0.525000, 48.000000, 48.000000 
0.537500, 48.000000, 48.000000 
0.550000, 48.000000, 48.000000 
0.562500, 48.000000, 48.000000 
0.575000, 48.000000, 48.000000 
0.587500, 48.000000, 48.000000 
0.600000, 48.000000, 48.000000 
0.612500, 48.000000, 48.000000 
0.625000, 48.000000, 48.000000 
0.637500, 48.000000, 48.000000 
0.650000, 48.000000, 48.000000 
0.662500, 48.000000, 48.000000 
0.675000, 48.000000, 48.000000 
0.687500, 48.000000, 48.000000 
0.700000, 48.000000, 48.000000 
0.712500, 48.000000, 48.000000 
0.725000, 48.000000, 48.000000 
0.737500, 48.000000, 48.000000 
0.750000, 48.000000, 48.000000 
0.762500, 48.000000, 48.000000 
0.775000, 48.000000, 48.000000 
0.787500, 48.000000, 48.000000 
0.800000, 48.000000, 48.000000 
0.812500, 48.000000, 48.000000 
0.825000, 48.000000, 48.000000 
0.837500, 48.000000, 48.000000 
0.850000, 48.000000, 48.000000 
0.862500, 48.000000, 48.000000 
0.875000, 48.000000, 48.000000 
0.887500, 48.000000, 48.000000 
0.900000, 48.000000, 48.000000 
0.912500, 48.000000, 48.000000 
0.925000, 48.000000, 48.000000 
0.937500, 48.000000, 48.000000 
0.950000, 48.000000, 48.000000 
0.962500, 48.000000, 48.000000 
0.975000, 48.000000, 48.000000 
0.987500, 48.000000, 48.000000 
1.000000, 48.000000, 48.000000 
1.012500, 48.000000, 48.000000 
1.025000, 48.000000, 48.000000 
1.037500, 48.000000, 48.000000 
1.050000, 48.000000, 48.000000 
1.062500, 48.000000, 48.000000 
1.075000, 48.000000, 48.000000 
1.087500, 48.000000, 48.000000 
1.100000, 48.000000, 48.000000 
1.112500, 48.000000, 48.000000 
1.125000, 48.000000, 48.000000 
1.137500, 48.000000, 48.000000 
1.150000, 48.000000, 48.000000 
1.162500, 48.000000, 48.000000 
1.175000, 48.000000, 48.000000 
1.187500, 48.000000, 48.000000 
1.200000, 48.000000, 48.000000 
1.212500, 48.000000, 48.000000 
1.225000, 48.000000, 48.000000 
1.237500, 48.000000, 48.000000 
1.250000, 48.000000, 48.000000 
1.262500, 48.000000, 48.000000 
1.275000, 48.000000, 48.000000 
1.287500, 48.000000, 48.000000 
1.300000, 48.000000, 48.000000 
1.312500, 48.000000, 48.000000 
1.325000, 48.000000, 48.000000 
1.337500, 48.000000, 48.000000 
1.350000, 48.000000, 48.000000 
1.362500, 48.000000, 48.000000 
1.375000, 48.000000, 48.000000 
1.387500, 48.000000, 48.000000 
1.400000, 48.000000, 48.000000 
1.412500, 48.000000, 48.000000 
1.425000, 48.000000, 48.000000 
1.437500, 48.000000, 48.000000 
1.450000, 48.000000, 48.000000 
1.462500, 48.000000, 48.000000 
1.475000, 48.000000, 48.000000 
1.487500, 48.000000, 48.000000 
1.500000, 48.000000, 48.000000 
1.512500, 48.000000, 48.000000 
1.525000, 48.000000, 48.000000 
1.537500, 48.000000, 48.000000 
1.550000, 48.000000, 48.000000 
1.562500, 48.000000, 48.000000 
1.575000, 48.000000, 48.000000 
1.587500, 48.000000, 48.000000 
1.600000, 48.000000, 48.000000 
1.612500, 48.000000, 48.000000 
1.625000, 48.000000, 48.000000 
1.637500, 48.000000, 48.000000 
1.650000, 48.000000, 48.000000 
1.662500, 48.000000, 48.000000 
1.675000, 48.000000, 48.000000 
1.687500, 48.000000, 48.000000 
1.700000, 48.000000, 48.000000 
1.712500, 48.000000, 48.000000 
1.725000, 48.000000, 48.000000 
1.737500, 48.000000, 48.000000 
1.750000, 0.000000, 0.000000 
1.762500, 0.000000, 0.000000 
1.775000, 0.000000, 0.000000 
1.787500, 0.000000, 0.000000 
1.800000, 0.000000, 0.000000 
1.812500, 0.000000, 0.000000 
1.825000, 0.000000, 0.000000 
1.837500, 0.000000, 0.000000 
1.850000, 0.000000, 0.000000 
1.862500, 0.000000, 0.000000 
1.875000, 0.000000, 0.000000 
1.887500, 0.000000, 0.000000 
1.900000, 0.000000, 0.000000 
1.912500, 0.000000, 0.000000 
1.925000, 0.000000, 0.000000 
1.937500, 0.000000, 0.000000 
1.950000, 0.000000, 0.000000 
1.962500, 0.000000, 0.000000 
1.975000, 0.000000, 0.000000 
